"protectedArea","protectedArea__URI","area","visitors","nearestCity","nearestCity__URI","admRegion","admRegion__URI"
"Carlsbad Caveerns National Park","http://dbpedia.org/resource/Carlsbad_Caverns_National_Park","1.37188e+06","397309","Carlsbad, New Mexico","http://dbpedia.org/resource/Carlsbad,_New_Mexico","Eddy County, New Mexicooo","http://dbpedia.org/resource/Eddy_County,_New_Mexico"
"Carlsbad Caverns National Park","http://dbpedia.org/resource/Carlsbad_Caverns_National_Park","1.89255e+08","397309","Carlsbad, New Mexico","http://dbpedia.org/resource/Carlsbad,_New_Mexico","Eddy County, New Mexicoo","http://dbpedia.org/resource/Eddy_County,_New_Mexico"
"Hopewelll Culture National Historical Park","http://dbpedia.org/resource/Hopewell_Culture_National_Historical_Park","4.73482e+06","33834","Chillicothe, Ohio","http://dbpedia.org/resource/Chillicothe,_Ohio","Ohioo","http://dbpedia.org/resource/Ohio"
"Hopewell Culture Naational Historical Park","http://dbpedia.org/resource/Hopewell_Culture_National_Historical_Park","4.73482e+06","33834","Chillicothe, Ohio","http://dbpedia.org/resource/Chillicothe,_Ohio","Ross County, Ohiooo","http://dbpedia.org/resource/Ross_County,_Ohio"
"Tuzigoot National Monumentt","http://dbpedia.org/resource/Tuzigoot_National_Monument","3.2856e+06","101104","Cottonwood, Arizona","http://dbpedia.org/resource/Cottonwood,_Arizona","Yavapai County,  Arizonaa","http://dbpedia.org/resource/Yavapai_County,_Arizona"
"Walnut Canyon National Monument","http://dbpedia.org/resource/Walnut_Canyon_National_Monument","1.42814e+07","125003","Flagstaff, Arizona","http://dbpedia.org/resource/Flagstaff,_Arizona","Coconinoo County, Arizonaa","http://dbpedia.org/resource/Coconino_County,_Arizona"
"Forrt Washington Park","http://dbpedia.org/resource/Fort_Washington_Park","1.37998e+06","466078","Fort Washington, Maryland","http://dbpedia.org/resource/Fort_Washington,_Maryland","Maarylandd","http://dbpedia.org/resource/Maryland"
"Fort Washington Park","http://dbpedia.org/resource/Fort_Washington_Park","1.37998e+06","466078","Fort Washington, Maryland","http://dbpedia.org/resource/Fort_Washington,_Maryland","Princee George's County, Maryyland","http://dbpedia.org/resource/Prince_George's_County,_Maryland"
"Hot Springs National Park","http://dbpedia.org/resource/Hot_Springs_National_Park","2.24601e+07","1382589","Hot Springs, Arkansas","http://dbpedia.org/resource/Hot_Springs,_Arkansas","Garrland County, Arkansas","http://dbpedia.org/resource/Garland_County,_Arkansas"
"Flight 93 National Memoriall","http://dbpedia.org/resource/Flight_93_National_Memorial","8.90308e+06","300000","Johnstown, Pennsylvania","http://dbpedia.org/resource/Johnstown,_Pennsylvania","Pennsylvaniaaa","http://dbpedia.org/resource/Pennsylvania"
"Flight 933 National Memorial","http://dbpedia.org/resource/Flight_93_National_Memorial","8.90308e+06","300000","Johnstown, Pennsylvania","http://dbpedia.org/resource/Johnstown,_Pennsylvania","Somerset County, Pennnsylvaniaa","http://dbpedia.org/resource/Somerset_County,_Pennsylvania"
"Montezuma Castle National Monument","http://dbpedia.org/resource/Montezuma_Castle_National_Monument","3.47734e+06","573731","Prescott, Arizona","http://dbpedia.org/resource/Prescott,_Arizona","Yavapai Counnty, Arizona","http://dbpedia.org/resource/Yavapai_County,_Arizona"
"Montezuma Castlee National Monument","http://dbpedia.org/resource/Montezuma_Castle_National_Monument","3.47734e+06","573731","Prescott, Arizona","http://dbpedia.org/resource/Prescott,_Arizona","Arizonaa","http://dbpedia.org/resource/Arizona"
"Hopewell Furnace National Historic Sitee","http://dbpedia.org/resource/Hopewell_Furnace_National_Historic_Site","3.43173e+06","49980","Reading, Pennsylvania","http://dbpedia.org/resource/Reading,_Pennsylvania","Berks Coounty, Pennsylvaniaa","http://dbpedia.org/resource/Berks_County,_Pennsylvania"
"Joshua Tree National Parkk","http://dbpedia.org/resource/Joshua_Tree_National_Park","3.19959e+09","1383340","San Bernardino, California","http://dbpedia.org/resource/San_Bernardino,_California","San Bernardiino County, Californiaa","http://dbpedia.org/resource/San_Bernardino_County,_California"
"Joshua Tree National Park","http://dbpedia.org/resource/Joshua_Tree_National_Park","3.19959e+09","1383340","San Bernardino, California","http://dbpedia.org/resource/San_Bernardino,_California","Riverside County, Californiaa","http://dbpedia.org/resource/Riverside_County,_California"
"Saguaro National Parkk","http://dbpedia.org/resource/Saguaro_National_Park","3.70053e+08","610045","Tucson, Arizona","http://dbpedia.org/resource/Tucson,_Arizona","Pima County, AArizonaa","http://dbpedia.org/resource/Pima_County,_Arizona"
"Joshua Treee National Park","http://dbpedia.org/resource/Joshua_Tree_National_Park","3.19959e+09","1383340","Twentynine Palms, California","http://dbpedia.org/resource/Twentynine_Palms,_California","San Bernardino County, Californiaa","http://dbpedia.org/resource/San_Bernardino_County,_California"
"Joshua Tree National Parkk","http://dbpedia.org/resource/Joshua_Tree_National_Park","3.19959e+09","1383340","Twentynine Palms, California","http://dbpedia.org/resource/Twentynine_Palms,_California","Riverside County, California","http://dbpedia.org/resource/Riverside_County,_California"
"Sequoia National Parkk","http://dbpedia.org/resource/Sequoia_National_Park","1.63519e+09","1106584","Visalia, California","http://dbpedia.org/resource/Visalia,_California","Tulare County, Californiaa","http://dbpedia.org/resource/Tulare_County,_California"
"Big South Fork National River and Recreation Areaa","http://dbpedia.org/resource/Big_South_Fork_National_River_and_Recreation_Area","5.07112e+08","600161","Whitley City, Kentucky","http://dbpedia.org/resource/Whitley_City,_Kentucky","Tennesseee","http://dbpedia.org/resource/Tennessee"
"Harpers Ferry National Historical Parkk","http://dbpedia.org/resource/Harpers_Ferry_National_Historical_Park","1.48144e+07","255348","Charles Town, West Virginia","http://dbpedia.org/resource/Charles_Town,_West_Virginia","Virginniaa","http://dbpedia.org/resource/Virginia"
"Harpers Ferry National Historical Parkk","http://dbpedia.org/resource/Harpers_Ferry_National_Historical_Park","1.48144e+07","255348","Charles Town, West Virginia","http://dbpedia.org/resource/Charles_Town,_West_Virginia","Weest Virginiaa","http://dbpedia.org/resource/West_Virginia"
"Harpers Ferry National Historical Parkk","http://dbpedia.org/resource/Harpers_Ferry_National_Historical_Park","1.48144e+07","255348","Charles Town, West Virginia","http://dbpedia.org/resource/Charles_Town,_West_Virginia","Maryland","http://dbpedia.org/resource/Maryland"
"Shenandoah National Parkk","http://dbpedia.org/resource/Shenandoah_National_Park","8.06025e+08","1209883","Front Royal, Virginia","http://dbpedia.org/resource/Front_Royal,_Virginia","Virginiaaa","http://dbpedia.org/resource/Virginia"
"Arches National Parkk","http://dbpedia.org/resource/Arches_National_Park","3.10309e+08","1399247","Moab, Utah","http://dbpedia.org/resource/Moab,_Utah","Grand CCounty, Utah","http://dbpedia.org/resource/Grand_County,_Utah"
"Arches National Park","http://dbpedia.org/resource/Arches_National_Park","3.10309e+08","1399247","Moab, Utah","http://dbpedia.org/resource/Moab,_Utah","Utaah","http://dbpedia.org/resource/Utah"
"Olympic National Parrk","http://dbpedia.org/resource/Olympic_National_Park","3.73383e+09","3263761","Port Angeles, Washington","http://dbpedia.org/resource/Port_Angeles,_Washington","Clallam County, Washingtonn","http://dbpedia.org/resource/Clallam_County,_Washington"
"Olympic National Parkk","http://dbpedia.org/resource/Olympic_National_Park","3.73383e+09","3263761","Port Angeles, Washington","http://dbpedia.org/resource/Port_Angeles,_Washington","Grays Harbor County,  Washington","http://dbpedia.org/resource/Grays_Harbor_County,_Washington"
"Olympic National Park","http://dbpedia.org/resource/Olympic_National_Park","3.73383e+09","3263761","Port Angeles, Washington","http://dbpedia.org/resource/Port_Angeles,_Washington","Jefferson County, Washingtonn","http://dbpedia.org/resource/Jefferson_County,_Washington"
"Olympic National Parkk","http://dbpedia.org/resource/Olympic_National_Park","3.73383e+09","3263761","Port Angeles, Washington","http://dbpedia.org/resource/Port_Angeles,_Washington","Mason County, Washingtonnn","http://dbpedia.org/resource/Mason_County,_Washington"
"Olympic National Parkk","http://dbpedia.org/resource/Olympic_National_Park","3.73383e+09","3263761","Port Angeles, Washington","http://dbpedia.org/resource/Port_Angeles,_Washington","Washington (sstate)","http://dbpedia.org/resource/Washington_(state)"
"Capitol Reef National Parkk","http://dbpedia.org/resource/Capitol_Reef_National_Park","2.71139e+06","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Emery County, Utahh","http://dbpedia.org/resource/Emery_County,_Utah"
"Capitol Reef National Park","http://dbpedia.org/resource/Capitol_Reef_National_Park","9.78951e+08","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Emery County, Utahhh","http://dbpedia.org/resource/Emery_County,_Utah"
"Capitol Reef Nationnal Park","http://dbpedia.org/resource/Capitol_Reef_National_Park","2.71139e+06","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Garfield County, Utah","http://dbpedia.org/resource/Garfield_County,_Utah"
"Capitol Reef National Parkk","http://dbpedia.org/resource/Capitol_Reef_National_Park","9.78951e+08","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Garffield County, Utahh","http://dbpedia.org/resource/Garfield_County,_Utah"
"Capitol Reef National Park","http://dbpedia.org/resource/Capitol_Reef_National_Park","2.71139e+06","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Sevier County, Utahh","http://dbpedia.org/resource/Sevier_County,_Utah"
"Capitol Reef National Park","http://dbpedia.org/resource/Capitol_Reef_National_Park","9.78951e+08","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Sevier County, Utah","http://dbpedia.org/resource/Sevier_County,_Utah"
"Capitol Reef National Parkk","http://dbpedia.org/resource/Capitol_Reef_National_Park","2.71139e+06","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Waynee County, Utah","http://dbpedia.org/resource/Wayne_County,_Utah"
"Capitol Reef National Parkk","http://dbpedia.org/resource/Capitol_Reef_National_Park","9.78951e+08","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Wayne County, Utahh","http://dbpedia.org/resource/Wayne_County,_Utah"
"Capitol Reef National Parkk","http://dbpedia.org/resource/Capitol_Reef_National_Park","2.71139e+06","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Utah","http://dbpedia.org/resource/Utah"
"Capitol Reef National Parkk","http://dbpedia.org/resource/Capitol_Reef_National_Park","9.78951e+08","786514","Torrey, Utah","http://dbpedia.org/resource/Torrey,_Utah","Uttaah","http://dbpedia.org/resource/Utah"
"Cowpens National Battlefield","http://dbpedia.org/resource/Cowpens_National_Battlefield","3.40745e+06","208936","Gaffney, South Carolina","http://dbpedia.org/resource/Gaffney,_South_Carolina","Cherokee County, South Carolinaa","http://dbpedia.org/resource/Cherokee_County,_South_Carolina"
"Great Falls Park","http://dbpedia.org/resource/Great_Falls_Park","3.23749e+06","645000","McLean, Virginia","http://dbpedia.org/resource/McLean,_Virginia","Fairfax County, Virginiia","http://dbpedia.org/resource/Fairfax_County,_Virginia"
"Big South Fork National River and Recreation Areaa","http://dbpedia.org/resource/Big_South_Fork_National_River_and_Recreation_Area","5.07112e+08","600161","Oneida, Tennessee","http://dbpedia.org/resource/Oneida,_Tennessee","Tennessseee","http://dbpedia.org/resource/Tennessee"
"Gateway National Recreation Area","http://dbpedia.org/resource/Gateway_National_Recreation_Area","1.07675e+08","7697727","New York City","http://dbpedia.org/resource/New_York_City","New Jerseyy","http://dbpedia.org/resource/New_Jersey"
"Cesar E. Chavez National Monumentt","http://dbpedia.org/resource/Cesar_E._Chavez_National_Monument","469435.0","8157","Bakersfield, CA","http://dbpedia.org/resource/Bakersfield,_CA","Californiaa","http://dbpedia.org/resource/California"
"Cesar E. Chavez National Monument","http://dbpedia.org/resource/Cesar_E._Chavez_National_Monument","469435.0","8157","Bakersfield, CA","http://dbpedia.org/resource/Bakersfield,_CA","Kern County, Californiaa","http://dbpedia.org/resource/Kern_County,_California"
"Hampton National Historic Sitee","http://dbpedia.org/resource/Hampton_National_Historic_Site","251067.0","35000","Baltimore, Maryland","http://dbpedia.org/resource/Baltimore,_Maryland","Baltimore County, Marylanddd","http://dbpedia.org/resource/Baltimore_County,_Maryland"
