"lake","lake__URI","area","location","location__URI","state","state__URI"
"Salton Sea","http://dbpedia.org/resource/Salton_Sea","8.89e+08","Riverside County, California","http://dbpedia.org/resource/Riverside_County,_California","California","http://dbpedia.org/resource/California"
"Sampsons Pond","http://dbpedia.org/resource/Sampsons_Pond","1.25453e+06","Carver, Massachuseetts","http://dbpedia.org/resource/Carver,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Sampsons Pond","http://dbpedia.org/resource/Sampsons_Pond","1.25453e+06","Carver, Massachusetts","http://dbpedia.org/resource/Carver,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"San Andreas Lake","http://dbpedia.org/resource/San_Andreas_Lake","2.22577e+06","San Mateo County, Californniaa","http://dbpedia.org/resource/San_Mateo_County,_California","California","http://dbpedia.org/resource/California"
"San Luis Reservoir","http://dbpedia.org/resource/San_Luis_Reservoir","5.13951e+07","Merced County, California","http://dbpedia.org/resource/Merced_County,_California","California","http://dbpedia.org/resource/California"
"San Vicente Reservoir","http://dbpedia.org/resource/San_Vicente_Reservoir","4.45154e+06","San Diego County, Californiaa","http://dbpedia.org/resource/San_Diego_County,_California","California","http://dbpedia.org/resource/California"
"Sandy Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Sandy_Pond_(Wareham,_Massachusetts)","72843.4","Wareham, Massachusettsss","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Sandy Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Sandy_Pond_(Wareham,_Massachusetts)","72843.4","Wareham, Massachuseettts","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Santa Rosa Creek Reservoir","http://dbpedia.org/resource/Santa_Rosa_Creek_Reservoir","623216.0","Sonoma County, Caliifornia","http://dbpedia.org/resource/Sonoma_County,_California","California","http://dbpedia.org/resource/California"
"Savery Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Savery_Pond_(Plymouth,_Massachusetts)","133546.0","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Savery Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Savery_Pond_(Plymouth,_Massachusetts)","133546.0","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Scotts Flat Reservoir","http://dbpedia.org/resource/Scotts_Flat_Reservoir","3.43983e+06","Nevada Coounty, Californiaa","http://dbpedia.org/resource/Nevada_County,_California","California","http://dbpedia.org/resource/California"
"Shallow Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Shallow_Pond_(Plymouth,_Massachusetts)","72843.4","Plymouth, Massachuseettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Shallow Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Shallow_Pond_(Plymouth,_Massachusetts)","72843.4","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Shasta Lake","http://dbpedia.org/resource/Shasta_Lake","1.21406e+08","Shasta County, California","http://dbpedia.org/resource/Shasta_County,_California","California","http://dbpedia.org/resource/California"
"Shaver Lake","http://dbpedia.org/resource/Shaver_Lake","8.81001e+06","Fresno County, Californiaaa","http://dbpedia.org/resource/Fresno_County,_California","California","http://dbpedia.org/resource/California"
"Ship Pond","http://dbpedia.org/resource/Ship_Pond","44515.4","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Ship Pond","http://dbpedia.org/resource/Ship_Pond","44515.4","Plymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Silver Lake (Plymouth County, Massachusetts)","http://dbpedia.org/resource/Silver_Lake_(Plymouth_County,_Massachusetts)","2.58999e+06","Pembroke,  Massachusetts","http://dbpedia.org/resource/Pembroke,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Silver Lake (Plymouth County, Massachusetts)","http://dbpedia.org/resource/Silver_Lake_(Plymouth_County,_Massachusetts)","2.58999e+06","Plympton, Massachusettss","http://dbpedia.org/resource/Plympton,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Silver Lake (Plymouth County, Massachusetts)","http://dbpedia.org/resource/Silver_Lake_(Plymouth_County,_Massachusetts)","2.58999e+06","Kingston, Massachhusettss","http://dbpedia.org/resource/Kingston,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Silver Lake (Plymouth County, Massachusetts)","http://dbpedia.org/resource/Silver_Lake_(Plymouth_County,_Massachusetts)","2.58999e+06","Plympton, Massacchusetts","http://dbpedia.org/resource/Plympton,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Silver Lake (Plymouth County, Massachusetts)","http://dbpedia.org/resource/Silver_Lake_(Plymouth_County,_Massachusetts)","2.58999e+06","Pembroke, Massachusetts","http://dbpedia.org/resource/Pembroke,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Silver Lake (Plymouth County, Massachusetts)","http://dbpedia.org/resource/Silver_Lake_(Plymouth_County,_Massachusetts)","2.58999e+06","Kinngston, Massachusetts","http://dbpedia.org/resource/Kingston,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Smelt Pond","http://dbpedia.org/resource/Smelt_Pond","178062.0","Kiingston, Massachusettss","http://dbpedia.org/resource/Kingston,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Smelt Pond","http://dbpedia.org/resource/Smelt_Pond","178062.0","Kingston, Massachusettsss","http://dbpedia.org/resource/Kingston,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Snipatuit Pond","http://dbpedia.org/resource/Snipatuit_Pond","2.87327e+06","Rochester, Massachusettss","http://dbpedia.org/resource/Rochester,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Snipatuit Pond","http://dbpedia.org/resource/Snipatuit_Pond","2.87327e+06","Rochester, Massachusettss","http://dbpedia.org/resource/Rochester,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Soda Lake (San Luis Obispo County)","http://dbpedia.org/resource/Soda_Lake_(San_Luis_Obispo_County)","1.2e+07","San Luis Obispo County, Californiaaa","http://dbpedia.org/resource/San_Luis_Obispo_County,_California","California","http://dbpedia.org/resource/California"
"South Meadow Brook Reservoir","http://dbpedia.org/resource/South_Meadow_Brook_Reservoir","101171.0","Carver, Massachusetts","http://dbpedia.org/resource/Carver,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"South Meadow Brook Reservoir","http://dbpedia.org/resource/South_Meadow_Brook_Reservoir","101171.0","Carver, Massachusettsss","http://dbpedia.org/resource/Carver,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"South Meadow Pond (Carver, Massachusetts)","http://dbpedia.org/resource/South_Meadow_Pond_(Carver,_Massachusetts)","68796.6","Carver, Masssachusettts","http://dbpedia.org/resource/Carver,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"South Meadow Pond (Carver, Massachusetts)","http://dbpedia.org/resource/South_Meadow_Pond_(Carver,_Massachusetts)","68796.6","Carver, Massachusettss","http://dbpedia.org/resource/Carver,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"South Triangle Pond","http://dbpedia.org/resource/South_Triangle_Pond","60702.8","Plymouth, Maassachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"South Triangle Pond","http://dbpedia.org/resource/South_Triangle_Pond","60702.8","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Spectacle Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Spectacle_Pond_(Wareham,_Massachusetts)","169968.0","Wareham, Massacchusetts","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Spectacle Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Spectacle_Pond_(Wareham,_Massachusetts)","169968.0","Wareham, Massachusettsss","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Spring Lake (Winter Haven)","http://dbpedia.org/resource/Spring_Lake_(Winter_Haven)","97893.5","Winterr Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Spy Pond","http://dbpedia.org/resource/Spy_Pond","416826.0","Arlingtton, Massachusetts","http://dbpedia.org/resource/Arlington,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Stetson Pond (Pembroke, Massachusetts)","http://dbpedia.org/resource/Stetson_Pond_(Pembroke,_Massachusetts)","376358.0","Pembrokee, Massachusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Stetson Pond (Pembroke, Massachusetts)","http://dbpedia.org/resource/Stetson_Pond_(Pembroke,_Massachusetts)","376358.0","Pembroke, Massachusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Stevens Creek Reservoir","http://dbpedia.org/resource/Stevens_Creek_Reservoir","372311.0","Santa Clara County, California","http://dbpedia.org/resource/Santa_Clara_County,_California","California","http://dbpedia.org/resource/California"
"Stockbridge Bowl","http://dbpedia.org/resource/Stockbridge_Bowl","1.50543e+06","Stockbrridge, Massachusetts","http://dbpedia.org/resource/Stockbridge,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Studleys Pond","http://dbpedia.org/resource/Studleys_Pond","117359.0","Rockland, Massachusettss","http://dbpedia.org/resource/Rockland,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Studleys Pond","http://dbpedia.org/resource/Studleys_Pond","117359.0","Rockland, Massachusettss","http://dbpedia.org/resource/Rockland,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Stump Pond (Pembroke, Massachusetts)","http://dbpedia.org/resource/Stump_Pond_(Pembroke,_Massachusetts)","404686.0","Pembroke, Massachusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Stump Pond (Pembroke, Massachusetts)","http://dbpedia.org/resource/Stump_Pond_(Pembroke,_Massachusetts)","404686.0","Pembroke, Massachusettsss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Sugar Pine Reservoir","http://dbpedia.org/resource/Sugar_Pine_Reservoir","667731.0","Northern Californiaaa","http://dbpedia.org/resource/Northern_California","California","http://dbpedia.org/resource/California"
"Sugden Reservoir","http://dbpedia.org/resource/Sugden_Reservoir","345197.0","Spencer, Massachusettsss","http://dbpedia.org/resource/Spencer,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Sunset Lake (Orlando, Florida)","http://dbpedia.org/resource/Sunset_Lake_(Orlando,_Florida)","116388.0","OOrlando, Floridaa","http://dbpedia.org/resource/Orlando,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Sweetwater Reservoir","http://dbpedia.org/resource/Sweetwater_Reservoir","3.78786e+06","San Diiego County, California","http://dbpedia.org/resource/San_Diego_County,_California","California","http://dbpedia.org/resource/California"
"Thompson Pond (Massachusetts)","http://dbpedia.org/resource/Thompson_Pond_(Massachusetts)","469435.0","Spencer, Massachusetts","http://dbpedia.org/resource/Spencer,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Tihonet Pond","http://dbpedia.org/resource/Tihonet_Pond","360170.0","Wareham, Massachusetts","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Tihonet Pond","http://dbpedia.org/resource/Tihonet_Pond","360170.0","Wareham, Masssachusetts","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Tispaquin Pond","http://dbpedia.org/resource/Tispaquin_Pond","785090.0","Middleborough, Massaachusettss","http://dbpedia.org/resource/Middleborough,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Tispaquin Pond","http://dbpedia.org/resource/Tispaquin_Pond","785090.0","Middleborough, Massachusettss","http://dbpedia.org/resource/Middleborough,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Tolay Lake","http://dbpedia.org/resource/Tolay_Lake","809371.0","Sonoma County, Californiaa","http://dbpedia.org/resource/Sonoma_County,_California","California","http://dbpedia.org/resource/California"
"Topaz Lake","http://dbpedia.org/resource/Topaz_Lake","9.75292e+06","Mono County, Califforniaa","http://dbpedia.org/resource/Mono_County,_California","California","http://dbpedia.org/resource/California"
"Tremont Mill Pond","http://dbpedia.org/resource/Tremont_Mill_Pond","202343.0","Wareham, Massachusettsss","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Tremont Mill Pond","http://dbpedia.org/resource/Tremont_Mill_Pond","202343.0","Wareham, Massachusettss","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Triangle Pond (Massachusetts)","http://dbpedia.org/resource/Triangle_Pond_(Massachusetts)","40468.6","Plymouth, Massachussetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Triangle Pond (Massachusetts)","http://dbpedia.org/resource/Triangle_Pond_(Massachusetts)","40468.6","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Tulare Lake","http://dbpedia.org/resource/Tulare_Lake","1.78e+09","Kings Countty, Californiaa","http://dbpedia.org/resource/Kings_County,_California","California","http://dbpedia.org/resource/California"
"Tulare Lake","http://dbpedia.org/resource/Tulare_Lake","1.78e+09","San Joaquin Valleyy","http://dbpedia.org/resource/San_Joaquin_Valley","California","http://dbpedia.org/resource/California"
"Tule Lake","http://dbpedia.org/resource/Tule_Lake","5.26091e+07","Siskiyou County, Californiaa","http://dbpedia.org/resource/Siskiyou_County,_California","California","http://dbpedia.org/resource/California"
"Tule Lake","http://dbpedia.org/resource/Tule_Lake","5.26091e+07","Modoc Countty, California","http://dbpedia.org/resource/Modoc_County,_California","California","http://dbpedia.org/resource/California"
"Ukonom Lake","http://dbpedia.org/resource/Ukonom_Lake","271139.0","Siskiiyou County, Californiaa","http://dbpedia.org/resource/Siskiyou_County,_California","California","http://dbpedia.org/resource/California"
"Union Pond (Massachusetts)","http://dbpedia.org/resource/Union_Pond_(Massachusetts)","101171.0","Wareham, Massachusettss","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Union Pond (Massachusetts)","http://dbpedia.org/resource/Union_Pond_(Massachusetts)","101171.0","Wareham, Massachusettsss","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Upper Chandler Pond","http://dbpedia.org/resource/Upper_Chandler_Pond","40468.6","Pembroke, Massachhusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Upper Chandler Pond","http://dbpedia.org/resource/Upper_Chandler_Pond","40468.6","Duxbury, Massachusettss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Upper Chandler Pond","http://dbpedia.org/resource/Upper_Chandler_Pond","40468.6","Pembroke, Massachusettsss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Upper Chandler Pond","http://dbpedia.org/resource/Upper_Chandler_Pond","40468.6","Duxbury, Massachusettss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Uvas Reservoir","http://dbpedia.org/resource/Uvas_Reservoir","1.16549e+06","Santa Clara County, Californiaa","http://dbpedia.org/resource/Santa_Clara_County,_California","California","http://dbpedia.org/resource/California"
"Vaughn Pond (Massachusetts)","http://dbpedia.org/resource/Vaughn_Pond_(Massachusetts)","89030.8","Carver, Massachusettss","http://dbpedia.org/resource/Carver,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Vaughn Pond (Massachusetts)","http://dbpedia.org/resource/Vaughn_Pond_(Massachusetts)","89030.8","Carver, Massachusettss","http://dbpedia.org/resource/Carver,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Walden Pond","http://dbpedia.org/resource/Walden_Pond","246858.0","Concord,  Massachusettss","http://dbpedia.org/resource/Concord,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Wampatuck Pond","http://dbpedia.org/resource/Wampatuck_Pond","258999.0","Hanson, Massachuseettss","http://dbpedia.org/resource/Hanson,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Wampatuck Pond","http://dbpedia.org/resource/Wampatuck_Pond","258999.0","Hanson, Massachusetts","http://dbpedia.org/resource/Hanson,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Watuppa Ponds","http://dbpedia.org/resource/Watuppa_Ponds","7.30458e+06","Fall River, Massachusettsss","http://dbpedia.org/resource/Fall_River,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Watuppa Ponds","http://dbpedia.org/resource/Watuppa_Ponds","6.27667e+06","Falll River, Massachusetts","http://dbpedia.org/resource/Fall_River,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Watuppa Ponds","http://dbpedia.org/resource/Watuppa_Ponds","6.27667e+06","Westport, Massachusetts","http://dbpedia.org/resource/Westport,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Watuppa Ponds","http://dbpedia.org/resource/Watuppa_Ponds","7.30458e+06","Westport, Massachusettss","http://dbpedia.org/resource/Westport,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"West Chandler Pond","http://dbpedia.org/resource/West_Chandler_Pond","48562.3","Pembroke, Massachusettsss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"West Chandler Pond","http://dbpedia.org/resource/West_Chandler_Pond","48562.3","Pembroke, Massachusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Weston Reservoir","http://dbpedia.org/resource/Weston_Reservoir","9.06496e+06","Weston, Massachuseettss","http://dbpedia.org/resource/Weston,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Whale Rock Reservoir","http://dbpedia.org/resource/Whale_Rock_Reservoir","2.06e+07","San Luis Obispo County, CCalifornia","http://dbpedia.org/resource/San_Luis_Obispo_County,_California","California","http://dbpedia.org/resource/California"
"Whiskeytown Lake","http://dbpedia.org/resource/Whiskeytown_Lake","1.3994e+07","Shasta County, Califorrnia","http://dbpedia.org/resource/Shasta_County,_California","California","http://dbpedia.org/resource/California"
"White Island Pond","http://dbpedia.org/resource/White_Island_Pond","493716.0","Wareham, Massachusetts","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"White Island Pond","http://dbpedia.org/resource/White_Island_Pond","643450.0","Warehham, Massachusetts","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"White Island Pond","http://dbpedia.org/resource/White_Island_Pond","493716.0","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"White Island Pond","http://dbpedia.org/resource/White_Island_Pond","643450.0","Plymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"White Island Pond","http://dbpedia.org/resource/White_Island_Pond","643450.0","Wareham, Massachusetttss","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"White Island Pond","http://dbpedia.org/resource/White_Island_Pond","493716.0","Wareham,  Massachusettss","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"White Island Pond","http://dbpedia.org/resource/White_Island_Pond","493716.0","Plymouth,, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"White Island Pond","http://dbpedia.org/resource/White_Island_Pond","643450.0","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Whites Pond (Massachusetts)","http://dbpedia.org/resource/Whites_Pond_(Massachusetts)","133546.0","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Whites Pond (Massachusetts)","http://dbpedia.org/resource/Whites_Pond_(Massachusetts)","133546.0","Plymouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Winnecunnet Pond","http://dbpedia.org/resource/Winnecunnet_Pond","598935.0","Norton, Maassachusetts","http://dbpedia.org/resource/Norton,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
